Id,SalePrice
1461,107882.96
1462,144083.08
1463,157086.0
1464,183427.73
1465,209343.56
1466,166987.28
1467,164106.05
1468,149565.73
1469,178262.25
1470,116460.26
1471,183006.6
1472,93826.6
1473,92337.65
1474,165279.61
1475,115587.57
1476,348438.53
1477,286718.44
1478,267613.03
1479,259258.06
1480,358934.8
1481,302312.16
1482,221740.5
1483,163264.38
1484,160840.42
1485,177598.11
1486,185334.27
1487,296503.3
1488,215690.61
1489,215412.97
1490,211760.14
1491,177937.42
1492,112609.58
1493,170651.23
1494,282070.78
1495,289482.28
1496,212206.55
1497,184426.47
1498,167020.67
1499,166750.78
1500,163402.22
1501,175826.27
1502,164220.45
1503,275749.9
1504,231278.39
1505,208859.8
1506,179398.2
1507,219772.06
1508,179639.39
1509,142305.45
1510,117356.07
1511,137153.83
1512,158449.95
1513,136340.45
1514,114395.086
1515,171325.05
1516,144987.05
1517,152424.92
1518,99977.37
1519,183976.12
1520,98063.48
1521,100473.6
1522,157217.7
1523,89723.35
1524,102071.82
1525,107483.82
1526,140930.8
1527,102162.6
1528,129635.59
1529,126800.51
1530,160179.3
1531,122475.234
1532,111211.766
1533,122067.48
1534,110193.625
1535,138589.28
1536,104508.61
1537,76455.43
1538,184320.06
1539,203723.08
1540,137828.45
1541,126793.87
1542,129310.74
1543,181734.77
1544,91466.266
1545,102796.78
1546,114456.195
1547,123845.95
1548,118554.7
1549,109115.05
1550,112540.65
1551,119855.67
1552,120699.74
1553,131310.75
1554,115468.49
1555,155769.08
1556,84690.09
1557,161825.48
1558,96081.43
1559,87445.32
1560,206116.77
1561,95123.61
1562,101339.2
1563,98632.414
1564,110156.555
1565,125645.93
1566,207964.39
1567,95477.3
1568,219697.03
1569,117265.43
1570,116030.23
1571,114531.195
1572,120616.3
1573,218466.14
1574,107579.13
1575,210153.36
1576,229077.9
1577,160057.72
1578,142626.02
1579,134109.03
1580,178639.56
1581,131229.31
1582,106664.34
1583,258225.95
1584,206761.27
1585,139618.98
1586,81775.15
1587,98380.01
1588,118499.15
1589,102841.91
1590,126511.305
1591,81686.17
1592,108981.516
1593,124931.24
1594,80041.35
1595,99465.47
1596,204428.2
1597,129799.664
1598,199444.9
1599,173949.39
1600,172440.67
1601,73385.29
1602,103747.37
1603,138358.64
1604,247040.7
1605,223297.42
1606,176495.95
1607,153112.52
1608,212109.64
1609,215392.6
1610,140290.84
1611,119784.69
1612,136693.9
1613,131097.1
1614,121533.37
1615,95829.81
1616,80828.87
1617,93639.0
1618,110001.48
1619,114267.93
1620,129065.92
1621,109895.836
1622,119975.57
1623,233068.73
1624,194417.94
1625,88440.36
1626,157581.73
1627,180745.48
1628,239991.66
1629,166137.6
1630,308320.47
1631,228079.86
1632,252464.05
1633,157925.61
1634,171672.28
1635,172110.3
1636,144122.86
1637,181557.17
1638,200698.25
1639,168262.28
1640,243100.23
1641,163739.08
1642,224208.11
1643,216224.83
1644,227525.03
1645,195110.8
1646,156143.45
1647,165844.8
1648,103492.195
1649,118469.03
1650,103045.63
1651,108958.055
1652,93579.48
1653,96490.43
1654,151188.95
1655,151785.39
1656,142621.05
1657,149494.3
1658,143396.39
1659,119064.64
1660,123004.3
1661,357748.66
1662,371274.28
1663,307281.84
1664,384076.97
1665,274098.78
1666,287810.22
1667,321252.22
1668,288701.12
1669,275906.34
1670,303104.47
1671,257972.25
1672,354105.1
1673,278012.3
1674,239978.83
1675,204798.58
1676,210049.25
1677,229100.62
1678,361003.53
1679,320845.47
1680,326985.06
1681,248733.52
1682,280473.16
1683,210409.11
1684,172810.61
1685,160322.89
1686,167769.95
1687,164475.95
1688,181929.92
1689,182907.7
1690,188563.34
1691,181732.52
1692,240123.44
1693,161324.03
1694,166063.77
1695,155552.11
1696,247252.3
1697,160033.58
1698,316305.22
1699,287193.06
1700,257744.45
1701,274957.38
1702,218261.39
1703,222659.52
1704,242514.27
1705,202069.73
1706,330082.66
1707,227495.23
1708,181456.88
1709,233638.52
1710,198947.7
1711,237708.55
1712,273590.9
1713,242424.9
1714,204591.17
1715,197895.08
1716,168339.66
1717,157653.12
1718,114944.18
1719,194372.14
1720,203148.9
1721,150818.67
1722,100954.336
1723,141252.53
1724,224123.4
1725,216112.06
1726,172291.14
1727,159228.33
1728,178124.97
1729,155354.77
1730,113829.74
1731,97094.21
1732,112454.69
1733,96216.63
1734,102928.09
1735,117402.43
1736,96762.03
1737,274482.66
1738,253207.27
1739,239829.86
1740,244829.69
1741,181114.16
1742,167136.42
1743,182965.92
1744,260927.61
1745,197060.08
1746,231491.42
1747,216354.48
1748,209079.08
1749,141665.58
1750,128823.44
1751,226618.58
1752,96677.99
1753,120829.57
1754,209731.31
1755,157003.73
1756,115137.63
1757,91114.234
1758,131212.89
1759,151983.89
1760,142981.67
1761,135807.77
1762,154629.06
1763,172850.94
1764,94050.25
1765,160657.55
1766,169536.89
1767,196509.2
1768,119030.82
1769,158970.39
1770,125989.7
1771,107087.48
1772,111956.35
1773,128859.86
1774,97368.38
1775,108545.94
1776,102966.77
1777,104301.44
1778,115973.18
1779,97992.87
1780,175365.73
1781,107081.04
1782,73122.9
1783,131239.22
1784,103184.82
1785,101813.484
1786,137436.16
1787,175959.2
1788,68923.78
1789,99475.04
1790,88235.93
1791,146398.19
1792,128155.74
1793,115645.2
1794,137307.05
1795,124256.07
1796,96697.33
1797,116697.82
1798,98918.586
1799,97345.52
1800,105973.266
1801,106159.27
1802,132928.28
1803,141341.73
1804,94414.98
1805,114457.24
1806,123851.01
1807,106469.555
1808,113977.46
1809,121594.02
1810,126626.2
1811,136248.61
1812,91292.15
1813,113293.05
1814,97393.695
1815,61973.758
1816,101097.57
1817,100982.63
1818,168133.97
1819,134047.98
1820,74839.375
1821,108308.59
1822,137835.19
1823,73410.02
1824,116621.15
1825,116872.71
1826,104837.79
1827,94615.43
1828,125458.76
1829,124210.6
1830,130715.31
1831,145991.77
1832,57715.727
1833,139768.02
1834,128439.484
1835,194766.39
1836,122178.73
1837,89034.55
1838,167184.52
1839,84684.43
1840,132993.34
1841,86216.57
1842,79995.52
1843,112439.836
1844,123299.89
1845,119895.68
1846,129869.82
1847,156696.02
1848,58463.938
1849,91698.26
1850,89031.07
1851,126328.16
1852,108682.57
1853,111080.04
1854,168821.31
1855,139854.78
1856,222231.39
1857,145697.4
1858,129946.414
1859,105025.46
1860,155901.8
1861,104120.766
1862,243535.17
1863,243586.17
1864,243654.69
1865,296276.97
1866,259290.61
1867,204912.17
1868,240999.19
1869,186371.02
1870,214466.02
1871,206067.62
1872,160990.7
1873,224407.72
1874,119770.13
1875,179267.05
1876,182497.88
1877,193177.22
1878,184840.05
1879,95327.81
1880,116571.234
1881,225562.64
1882,221850.58
1883,180146.61
1884,201191.42
1885,223872.64
1886,233938.48
1887,196008.3
1888,236470.42
1889,168237.38
1890,104326.74
1891,114520.055
1892,85101.71
1893,105038.08
1894,81687.99
1895,115372.9
1896,119215.59
1897,117568.57
1898,112872.11
1899,158482.64
1900,146373.5
1901,151775.48
1902,111983.46
1903,176601.14
1904,119517.914
1905,174532.67
1906,131037.305
1907,198159.84
1908,103778.91
1909,137186.73
1910,113753.945
1911,194687.73
1912,270655.53
1913,150679.67
1914,72605.41
1915,292873.88
1916,78100.66
1917,220049.42
1918,131864.17
1919,172171.56
1920,139628.92
1921,306468.22
1922,267941.06
1923,221162.77
1924,248216.3
1925,215602.45
1926,289663.7
1927,109693.21
1928,129580.34
1929,106006.43
1930,106936.13
1931,120365.77
1932,109234.164
1933,145478.83
1934,165299.45
1935,154175.23
1936,163209.94
1937,170763.77
1938,150471.33
1939,246189.33
1940,206548.67
1941,168064.78
1942,181883.02
1943,224244.36
1944,297218.16
1945,298016.6
1946,142173.58
1947,267481.03
1948,162425.14
1949,226836.5
1950,171097.64
1951,240650.77
1952,211884.92
1953,170489.14
1954,184428.45
1955,119827.77
1956,238121.69
1957,145535.48
1958,267640.3
1959,94691.305
1960,98841.88
1961,87408.63
1962,95207.95
1963,104447.6
1964,100445.21
1965,147987.97
1966,139924.1
1967,300434.03
1968,328946.2
1969,305891.38
1970,344468.75
1971,361539.1
1972,318708.03
1973,253171.38
1974,296247.97
1975,360267.34
1976,268418.16
1977,306543.34
1978,306607.03
1979,329488.1
1980,223397.58
1981,338191.97
1982,226190.28
1983,209997.73
1984,201045.11
1985,212966.3
1986,214566.05
1987,206107.02
1988,164218.92
1989,184395.38
1990,193921.3
1991,276417.97
1992,188765.81
1993,170090.56
1994,212754.08
1995,172336.64
1996,253409.88
1997,300436.97
1998,291954.47
1999,267759.12
2000,294393.84
2001,209611.73
2002,218401.89
2003,236873.2
2004,286682.84
2005,213973.95
2006,238138.22
2007,222796.84
2008,232508.08
2009,175147.67
2010,184560.61
2011,122688.836
2012,162675.55
2013,161267.7
2014,173498.86
2015,186156.05
