Id,SalePrice
1461,120308.86333333333
1462,158514.62666666668
1463,187776.77666666667
1464,187834.90666666668
1465,200700.6
1466,181692.66333333333
1467,174396.73333333334
1468,178678.85
1469,179428.57333333333
1470,129174.43666666666
1471,194066.5
1472,91165.74666666667
1473,89020.93333333333
1474,150726.01666666666
1475,129228.21333333333
1476,374388.7166666667
1477,263091.8933333333
1478,314180.7366666667
1479,290799.5933333333
1480,455714.44
1481,321422.94
1482,205842.86333333334
1483,179275.80666666667
1484,168636.83
1485,172421.35333333333
1486,191925.77666666667
1487,323199.0233333333
1488,251298.45333333334
1489,204881.09666666668
1490,210320.85666666666
1491,184357.41
1492,119048.78
1493,167346.03333333333
1494,318552.30666666664
1495,318871.93
1496,224167.17666666667
1497,198298.95
1498,156968.86
1499,160966.94333333333
1500,162522.87
1501,176332.53
1502,156535.65666666668
1503,292608.32666666666
1504,241611.36
1505,228683.10333333333
1506,198117.03666666665
1507,250021.91
1508,211611.33
1509,162726.18333333332
1510,159709.49333333335
1511,156086.14666666667
1512,163729.88
1513,135859.25333333333
1514,158498.87333333332
1515,170093.99333333335
1516,148606.49
1517,152310.95333333334
1518,133970.50333333333
1519,208209.25666666665
1520,136130.88666666666
1521,136284.63
1522,158383.45666666667
1523,114402.07666666666
1524,128542.30666666667
1525,123009.53666666667
1526,126494.02666666667
1527,111959.11666666667
1528,133478.87666666668
1529,143469.04333333333
1530,160887.29
1531,126577.91
1532,110743.01333333334
1533,140430.39333333334
1534,113354.31
1535,154569.83333333334
1536,121195.26666666666
1537,80994.9
1538,192808.60333333333
1539,258866.37
1540,119593.07333333333
1541,138821.02666666667
1542,142231.62666666668
1543,196635.74666666667
1544,95563.31333333334
1545,101823.90666666666
1546,115830.81333333334
1547,130450.7
1548,136870.18666666668
1549,99502.49666666667
1550,136852.15
1551,126460.19666666667
1552,142701.36
1553,154410.95333333334
1554,110645.52333333333
1555,190946.93333333332
1556,132072.48
1557,138570.29666666666
1558,101650.89666666667
1559,120861.77666666667
1560,146814.06666666668
1561,149165.49
1562,124290.47666666667
1563,122650.47333333333
1564,157133.53
1565,148662.03666666665
1566,225488.62
1567,86672.16666666667
1568,239659.26333333334
1569,137888.99333333335
1570,125888.73333333334
1571,130529.50666666667
1572,146505.92
1573,226923.40333333332
1574,122691.25333333333
1575,213399.83333333334
1576,211023.18666666668
1577,194721.88
1578,156754.59
1579,145723.89444444445
1580,185911.36333333334
1581,144616.02
1582,131893.03333333333
1583,332149.25
1584,224738.35
1585,141209.66666666666
1586,80716.57333333333
1587,92719.25666666667
1588,145880.19333333333
1589,104106.19333333333
1590,130229.83666666667
1591,100594.77666666667
1592,139655.70666666667
1593,125531.61333333333
1594,135087.25
1595,128196.23333333334
1596,232958.37666666668
1597,207529.26333333334
1598,180961.17333333334
1599,209157.86666666667
1600,196041.73
1601,69950.46
1602,102494.43666666666
1603,93325.70666666667
1604,284506.36
1605,258105.34
1606,169599.84666666668
1607,163900.06333333332
1608,217142.49
1609,185941.19333333333
1610,163722.07
1611,148713.81
1612,154168.25333333333
1613,162505.79
1614,122728.83666666667
1615,89034.93
1616,83394.34666666666
1617,87823.52666666667
1618,118993.48
1619,135306.07666666666
1620,160884.86333333334
1621,132556.57
1622,146683.50333333333
1623,285383.3933333333
1624,195669.91666666666
1625,122201.25666666667
1626,162399.04
1627,192107.26666666666
1628,281665.1533333333
1629,170680.91
1630,344687.48333333334
1631,229051.24666666667
1632,260134.23
1633,170555.48
1634,187129.65333333332
1635,178920.96666666667
1636,163226.23777777777
1637,197553.98333333334
1638,218631.27
1639,192616.30333333334
1640,244582.26
1641,189163.0
1642,220666.92
1643,231714.9
1644,228336.21666666667
1645,201086.03333333333
1646,160021.64
1647,162029.90333333332
1648,140398.95333333334
1649,135467.20666666667
1650,126794.06
1651,114676.41
1652,95997.32666666666
1653,96698.30333333333
1654,146985.99333333335
1655,155734.70666666667
1656,143328.56666666668
1657,145174.54666666666
1658,142881.76
1659,144351.79333333333
1660,147878.83
1661,444960.28
1662,389404.3933333333
1663,371364.47
1664,442649.3233333333
1665,343180.78
1666,336946.00333333336
1667,354621.86666666664
1668,344934.12666666665
1669,308144.15
1670,356534.04333333333
1671,272742.66
1672,463428.1066666667
1673,318315.88666666666
1674,261327.57
1675,195646.77
1676,194414.37333333332
1677,209733.54333333333
1678,462937.7966666667
1679,384519.44333333336
1680,318682.46
1681,269419.00333333336
1682,301301.30333333334
1683,190024.97666666665
1684,169289.7
1685,174281.51
1686,172717.49666666667
1687,162334.97333333333
1688,182402.55666666667
1689,183830.74333333335
1690,180385.25666666665
1691,174286.91666666666
1692,265864.59
1693,168956.36666666667
1694,187013.75666666665
1695,167106.05666666667
1696,264463.4866666667
1697,167275.98
1698,353713.44333333336
1699,340478.2833333333
1700,243425.99666666667
1701,282449.49666666664
1702,262859.31333333335
1703,256363.64333333334
1704,312870.9033333333
1705,230473.54666666666
1706,431729.2033333333
1707,212955.39666666667
1708,211256.53
1709,298758.5333333333
1710,226344.28
1711,263807.88666666666
1712,263403.17
1713,262443.61
1714,231493.34
1715,206271.33
1716,186051.84
1717,170070.68
1718,148140.51333333334
1719,195384.28666666665
1720,255826.67
1721,164618.02333333335
1722,136862.54
1723,161378.72
1724,223929.34333333332
1725,225019.74666666667
1726,189162.53333333333
1727,173921.98333333334
1728,176872.22333333333
1729,163159.64
1730,162480.73333333334
1731,122537.11
1732,133477.30666666667
1733,110444.94666666667
1734,128596.64333333333
1735,129160.45333333334
1736,118564.11333333333
1737,380169.02
1738,212331.50333333333
1739,274926.61333333334
1740,208590.02666666667
1741,190874.35
1742,176776.09666666668
1743,176613.88666666666
1744,320553.23
1745,238254.35666666666
1746,272907.43
1747,217780.22666666665
1748,220055.6
1749,161629.36333333334
1750,157568.38
1751,231848.92666666667
1752,123379.47666666667
1753,145723.42666666667
1754,217549.06
1755,165348.68333333332
1756,126896.52666666667
1757,114832.79666666666
1758,139779.17
1759,159770.86
1760,161384.05333333334
1761,157523.04
1762,160741.30333333334
1763,158798.43
1764,121697.56
1765,166024.48333333334
1766,164030.33333333334
1767,186031.52666666667
1768,145367.18333333332
1769,176523.59
1770,136631.81666666668
1771,144345.82
1772,145658.82
1773,148639.6
1774,139104.35333333333
1775,131350.0
1776,121109.22
1777,118874.48333333334
1778,126426.31
1779,126288.26666666666
1780,162574.44666666666
1781,130298.54333333333
1782,93894.32333333333
1783,136579.34
1784,96820.6
1785,120482.88666666667
1786,148809.87
1787,156015.80333333334
1788,76432.48333333334
1789,97158.08
1790,86195.41
1791,150846.59666666668
1792,156939.18
1793,137400.51333333334
1794,140461.66444444444
1795,137364.74
1796,118915.32333333333
1797,121531.62333333334
1798,117668.68
1799,115165.84
1800,131176.35333333333
1801,132240.16333333333
1802,143888.47666666665
1803,137902.57333333333
1804,137255.26333333334
1805,129520.28
1806,115448.95333333334
1807,139565.19666666666
1808,115696.88666666667
1809,125528.69333333333
1810,145456.12333333332
1811,124598.42666666667
1812,119121.94666666667
1813,120571.75333333333
1814,100727.09333333334
1815,72874.97333333333
1816,94713.32666666666
1817,112948.89
1818,156480.89
1819,116255.24
1820,79561.21666666666
1821,125778.95333333334
1822,147193.53666666665
1823,74018.99333333333
1824,138849.08
1825,139372.33333333334
1826,94648.45666666667
1827,108528.2
1828,138688.47666666665
1829,121251.61666666667
1830,140081.05333333334
1831,172357.44333333333
1832,119346.34666666666
1833,144284.51
1834,128100.84333333334
1835,167035.57666666666
1836,137853.4
1837,103323.89333333333
